iteration,model,human_train_n,human_test_n,human_test_positive,human_test_negative,human_train_positive,human_train_negative,tp,fp,fn,tn,precision,recall,f1,accuracy,roc_auc,threshold,validation_f1,validation_precision,validation_recall,train_positive_rate,val_positive_rate
87,hybrid_xgboost,167,48,17,31,61,106,15,11,2,20,0.5769230769230769,0.8823529411764706,0.6976744186046512,0.7291666666666666,0.8823529411764706,0.62,0.910828025477707,0.8562874251497006,0.9727891156462585,0.06920207004453002,0.06413612565445026
88,rule_definition,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.8311195445920304,,,,,,
88,xgboost_baseline,167,48,17,31,61,106,12,7,5,24,0.631578947368421,0.7058823529411765,0.6666666666666666,0.75,0.8633776091081594,0.64,0.9171974522292994,0.9056603773584906,0.9290322580645162,0.06883664858348403,0.06721595836947095
88,hybrid_xgboost,167,48,17,31,61,106,13,9,4,22,0.5909090909090909,0.7647058823529411,0.6666666666666666,0.7291666666666666,0.8728652751423149,0.58,0.919093851132686,0.9044585987261147,0.9342105263157895,0.06871609403254973,0.06591500433651344
89,rule_definition,167,48,17,31,61,106,10,4,7,27,0.7142857142857143,0.5882352941176471,0.6451612903225806,0.7708333333333334,0.7296015180265656,,,,,,
89,xgboost_baseline,167,48,17,31,61,106,10,5,7,26,0.6666666666666666,0.5882352941176471,0.625,0.75,0.8444022770398482,0.76,0.9210526315789473,0.89171974522293,0.9523809523809523,0.0689899586532782,0.06882022471910113
89,hybrid_xgboost,167,48,17,31,61,106,15,6,2,25,0.7142857142857143,0.8823529411764706,0.7894736842105263,0.8333333333333334,0.8519924098671726,0.5,0.8932038834951457,0.8363636363636363,0.9583333333333334,0.06828115770821028,0.06741573033707865
90,rule_definition,167,48,17,31,61,106,9,4,8,27,0.6923076923076923,0.5294117647058824,0.6,0.75,0.7001897533206831,,,,,,
90,xgboost_baseline,167,48,17,31,61,106,12,8,5,23,0.6,0.7058823529411765,0.6486486486486487,0.7291666666666666,0.8481973434535104,0.54,0.9110320284697508,0.8951048951048951,0.927536231884058,0.06975924838520259,0.06615532118887824
90,hybrid_xgboost,167,48,17,31,61,106,12,3,5,28,0.8,0.7058823529411765,0.75,0.8333333333333334,0.9070208728652751,0.68,0.9117647058823529,0.9051094890510949,0.9185185185185185,0.06893716970052848,0.06471716203259828
91,rule_definition,167,48,17,31,61,106,10,5,7,26,0.6666666666666666,0.5882352941176471,0.625,0.75,0.7134724857685011,,,,,,
91,xgboost_baseline,167,48,17,31,61,106,13,7,4,24,0.65,0.7647058823529411,0.7027027027027027,0.7708333333333334,0.8500948766603416,0.56,0.9142857142857143,0.8944099378881988,0.935064935064935,0.06888304233436977,0.06878070567217508
91,hybrid_xgboost,167,48,17,31,61,106,15,9,2,22,0.625,0.8823529411764706,0.7317073170731707,0.7708333333333334,0.9070208728652752,0.6,0.8817891373801917,0.8571428571428571,0.9078947368421053,0.06816551064338675,0.06788744975435462
92,rule_definition,167,48,17,31,61,106,12,4,5,27,0.75,0.7058823529411765,0.7272727272727273,0.8125,0.7884250474383302,,,,,,
92,xgboost_baseline,167,48,17,31,61,106,12,7,5,24,0.631578947368421,0.7058823529411765,0.6666666666666666,0.75,0.8671726755218216,0.86,0.9254658385093167,0.9030303030303031,0.9490445859872612,0.06895720313441832,0.06808326105810927
92,hybrid_xgboost,167,48,17,31,61,106,14,10,3,21,0.5833333333333334,0.8235294117647058,0.6829268292682927,0.7291666666666666,0.8614800759013282,0.8,0.8875,0.8554216867469879,0.922077922077922,0.06847498493068113,0.06678230702515178
93,rule_definition,167,48,17,31,61,106,12,6,5,25,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.7708333333333334,0.7561669829222012,,,,,,
93,xgboost_baseline,167,48,17,31,61,106,13,10,4,21,0.5652173913043478,0.7647058823529411,0.65,0.7083333333333334,0.8728652751423149,0.56,0.9135802469135802,0.8654970760233918,0.9673202614379085,0.06899038461538462,0.06707584392810172
93,hybrid_xgboost,167,48,17,31,61,106,14,8,3,23,0.6363636363636364,0.8235294117647058,0.717948717948718,0.7708333333333334,0.8994307400379506,0.48,0.8881987577639752,0.8362573099415205,0.9470198675496688,0.0686298076923077,0.0661990355107409
94,rule_definition,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.8311195445920304,,,,,,
94,xgboost_baseline,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.8956356736242884,0.64,0.9207317073170732,0.877906976744186,0.967948717948718,0.06898220985114366,0.06672369546621043
94,hybrid_xgboost,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.8861480075901328,0.72,0.9085173501577287,0.9113924050632911,0.9056603773584906,0.0681350599056033,0.06800684345594525
95,rule_definition,167,48,17,31,61,106,11,7,6,24,0.6111111111111112,0.6470588235294118,0.6285714285714286,0.7291666666666666,0.7106261859582543,,,,,,
95,xgboost_baseline,167,48,17,31,61,106,10,8,7,23,0.5555555555555556,0.5882352941176471,0.5714285714285714,0.6875,0.7741935483870968,0.9,0.8689138576779026,0.8592592592592593,0.8787878787878788,0.06977835111997185,0.06364513018322084
95,hybrid_xgboost,167,48,17,31,61,106,13,4,4,27,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8333333333333334,0.8500948766603416,0.86,0.8345864661654135,0.8043478260869565,0.8671875,0.06966107658027443,0.06171648987463838
96,rule_definition,167,48,17,31,61,106,12,5,5,26,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7916666666666666,0.7722960151802657,,,,,,
96,xgboost_baseline,167,48,17,31,61,106,14,10,3,21,0.5833333333333334,0.8235294117647058,0.6829268292682927,0.7291666666666666,0.8292220113851992,0.48,0.8979591836734694,0.8461538461538461,0.9565217391304348,0.07058260557482952,0.06155218554861731
96,hybrid_xgboost,167,48,17,31,61,106,15,11,2,20,0.5769230769230769,0.8823529411764706,0.6976744186046512,0.7291666666666666,0.8690702087286527,0.5,0.8620689655172413,0.8223684210526315,0.9057971014492754,0.06986481636559397,0.06155218554861731
97,rule_definition,167,48,17,31,61,106,12,9,5,22,0.5714285714285714,0.7058823529411765,0.631578947368421,0.7083333333333334,0.7077798861480078,,,,,,
97,xgboost_baseline,167,48,17,31,61,106,12,8,5,23,0.6,0.7058823529411765,0.6486486486486487,0.7291666666666666,0.8330170777988615,0.72,0.8837209302325582,0.8636363636363636,0.9047619047619048,0.06965637740244612,0.0625
97,hybrid_xgboost,167,48,17,31,61,106,17,9,0,22,0.6538461538461539,1.0,0.7906976744186046,0.8125,0.9070208728652751,0.84,0.860655737704918,0.8823529411764706,0.84,0.06953989516598719,0.062003968253968256
98,rule_definition,167,48,17,31,61,106,14,4,3,27,0.7777777777777778,0.8235294117647058,0.8,0.8541666666666666,0.8472485768500948,,,,,,
98,xgboost_baseline,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.9259962049335864,0.7,0.9257142857142857,0.8950276243093923,0.9585798816568047,0.06797417468631989,0.07065217391304347
98,hybrid_xgboost,167,48,17,31,61,106,15,3,2,28,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.8958333333333334,0.9525616698292221,0.72,0.8914285714285715,0.8524590163934426,0.9341317365269461,0.0676087221342429,0.06981605351170568
99,rule_definition,167,48,17,31,61,106,9,8,8,23,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.6666666666666666,0.6356736242884251,,,,,,
99,xgboost_baseline,167,48,17,31,61,106,9,7,8,24,0.5625,0.5294117647058824,0.5454545454545454,0.6875,0.7419354838709677,0.88,0.920863309352518,0.9078014184397163,0.9343065693430657,0.07072762087123026,0.06102449888641425
99,hybrid_xgboost,167,48,17,31,61,106,10,7,7,24,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.7083333333333334,0.7950664136622391,0.8,0.9187279151943463,0.9027777777777778,0.935251798561151,0.06977022498803255,0.061915367483296214
100,rule_definition,167,48,17,31,61,106,13,4,4,27,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8333333333333334,0.8178368121442124,,,,,,
100,xgboost_baseline,167,48,17,31,61,106,12,5,5,26,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7916666666666666,0.9203036053130931,0.82,0.9113924050632911,0.8709677419354839,0.9557522123893806,0.07262635805384979,0.05297702766057196
100,hybrid_xgboost,167,48,17,31,61,106,15,5,2,26,0.75,0.8823529411764706,0.8108108108108109,0.8541666666666666,0.9259962049335864,0.68,0.8870292887029289,0.8346456692913385,0.9464285714285714,0.07203589985829004,0.05250820440693858
